date,day of calendar year,MODIS image,Prek Dam depth (cm)(from long record),Prek Dam Short MRC record 2008-11,"differences (Prek Dam datasets first, then KL MRC vs. WUP-FIN)",Prek Kdam Q m3/s,20106 Tonle Sap at Kg. Luong DEPTH-MRC (cm),Kg. Luong Telemetry mean DEPTH-MRC (cm),K.Loung - WUPFIN DEPTH (cm) ,K.Loung - WUPFIN  (cm) amsl,K.Loung - WUPFIN  (m) amsl,K.Loung - WUPFIN DEPTH (cm)-30 d Moving ave,KL f(KP),K. Loung MRC complete with Prek Dam estimates DEPTH,K. Loung MRC complete with Prek Dam estimates cm amsl,K. Loung MRC complete with Prek Dam estimates m amsl,,,,,,,,,,,
1986-11-17,,,494,,,-4130,,,,,,,634,634,698,6.98,,,,,,,,,,,
1986-11-18,,,502,,,-3909,,,,,,,626,626,690,6.90,,,,,,,,,,,
1986-11-19,,,505,,,-3731,,,,,,,618,618,682,6.82,,,,,,,,,,,
1986-11-20,,,497,,,-3624,,,,,,,609,609,673,6.73,,,,,,,,,,,
1986-11-21,,,486,,,-3604,,,,,,,601,601,665,6.65,,,,,,,,,,,
1986-11-22,,,471,,,-3592,,,,,,,594,594,658,6.58,,,,,,,,,,,
1986-11-23,,,459,,,-3517,,,,,,,583,583,647,6.47,,,,,,,,,,,
1986-11-24,,,446,,,-3431,,,,,,,572,572,636,6.36,,,,,,,,,,,
1986-11-25,,,439,,,-3262,,,,,,,558,558,622,6.22,,,,,,,,,,,
1986-11-26,,,434,,,-3065,,,,,,,544,544,608,6.08,,,,,,,,,,,
1986-11-27,,,431,,,-2851,,,,,,,529,529,593,5.93,,,,,,,,,,,
1986-11-28,,,427,,,-2623,,,,,,,513,513,577,5.77,,,,,,,,,,,
1986-11-29,,,422,,,-2452,,,,,,,501,501,565,5.65,,,,,,,,,,,
1986-11-30,,,414,,,-2349,,,,,,,490,490,554,5.54,,,,,,,,,,,
1986-12-01,,,407,,,-2237,,,,,,,479,479,543,5.43,,,,,,,,,,,
1986-12-02,,,403,,,-2196,,,,,,,473,473,537,5.37,,,,,,,,,,,
1986-12-03,,,397,,,-2211,,,,,,,471,471,535,5.35,,,,,,,,,,,
1986-12-04,,,393,,,-2266,,,,,,,471,471,535,5.35,,,,,,,,,,,
1986-12-05,,,393,,,-2405,,,,,,,479,479,543,5.43,,,,,,,,,,,
1986-12-06,,,392,,,-2457,,,,,,,482,482,546,5.46,,,,,,,,,,,
1986-12-07,,,393,,,-2313,,,,,,,474,474,538,5.38,,,,,,,,,,,
1986-12-08,,,393,,,-2137,,,,,,,464,464,528,5.28,,,,,,,,,,,
1986-12-09,,,388,,,-1956,,,,,,,450,450,514,5.14,,,,,,,,,,,
1986-12-10,,,379,,,-1875,,,,,,,438,438,502,5.02,,,,,,,,,,,
1986-12-11,,,372,,,-1754,,,,,,,426,426,490,4.90,,,,,,,,,,,
1986-12-12,,,364,,,-1730,,,,,,,419,419,483,4.83,,,,,,,,,,,
1986-12-13,,,357,,,-1744,,,,,,,414,414,478,4.78,,,,,,,,,,,
1986-12-14,,,350,,,-1782,,,,,,,411,411,475,4.75,,,,,,,,,,,
1986-12-15,,,343,,,-1801,,,,,,,408,408,472,4.72,,,,,,,,,,,
1986-12-16,,,339,,,-1764,,,,,,,403,403,467,4.67,,,,,,,,,,,
1986-12-17,,,336,,,-1692,,,,,,,395,395,459,4.59,,,,,,,,,,,
1986-12-18,,,331,,,-1637,,,,,,,389,389,453,4.53,,,,,,,,,,,
1986-12-19,,,327,,,-1629,,,,,,,385,385,449,4.49,,,,,,,,,,,
1986-12-20,,,322,,,-1589,,,,,,,379,379,443,4.43,,,,,,,,,,,
1986-12-21,,,315,,,-1602,,,,,,,375,375,439,4.39,,,,,,,,,,,
1986-12-22,,,306,,,-1670,,,,,,,375,375,439,4.39,,,,,,,,,,,
1986-12-23,,,302,,,-1690,,,,,,,374,374,438,4.38,,,,,,,,,,,
1986-12-24,,,297,,,-1732,,,,,,,375,375,439,4.39,,,,,,,,,,,
1986-12-25,,,292,,,-1758,,,,,,,375,375,439,4.39,,,,,,,,,,,
1986-12-26,,,287,,,-1733,,,,,,,370,370,434,4.34,,,,,,,,,,,
1986-12-27,,,281,,,-1664,,,,,,,362,362,426,4.26,,,,,,,,,,,
1986-12-28,,,277,,,-1619,,,,,,,355,355,419,4.19,,,,,,,,,,,
1986-12-29,,,273,,,-1565,,,,,,,347,347,411,4.11,,,,,,,,,,,
1986-12-30,,,271,,,-1506,,,,,,,341,341,405,4.05,,,,,,,,,,,
1986-12-31,,,270,,,-1443,,,,,,,334,334,398,3.98,,,,,,,,,,,
1987-01-01,,,269,,,-1388,,,,,,,327,327,391,3.91,,,,,,,,,,,
1987-01-02,,,266,,,-1361,,,,,,,324,324,388,3.88,,,,,,,,,,,
1987-01-03,,,262,,,-1358,,,,,,,321,321,385,3.85,,,,,,,,,,,
1987-01-04,,,258,,,-1325,,,,,,,316,316,380,3.80,,,,,,,,,,,
1987-01-05,,,255,,,-1308,,,,,,,312,312,376,3.76,,,,,,,,,,,
1987-01-06,,,251,,,-1285,,,,,,,307,307,371,3.71,,,,,,,,,,,
1987-01-07,,,246,,,-1248,,,,,,,301,301,365,3.65,,,,,,,,,,,
1987-01-08,,,239,,,-1200,,,,,,,292,292,356,3.56,,,,,,,,,,,
1987-01-09,,,236,,,-1184,,,,,,,288,288,352,3.52,,,,,,,,,,,
1987-01-10,,,232,,,-1153,,,,,,,284,284,348,3.48,,,,,,,,,,,
1987-01-11,,,229,,,-1128,,,,,,,279,279,343,3.43,,,,,,,,,,,
1987-01-12,,,224,,,-1109,,,,,,,274,274,338,3.38,,,,,,,,,,,
1987-01-13,,,221,,,-1077,,,,,,,268,268,332,3.32,,,,,,,,,,,
1987-01-14,,,219,,,-1050,,,,,,,265,265,329,3.29,,,,,,,,,,,
1987-01-15,,,217,,,-1024,,,,,,,261,261,325,3.25,,,,,,,,,,,
1987-01-16,,,214,,,-1024,,,,,,,259,259,323,3.23,,,,,,,,,,,
1987-01-17,,,213,,,-1018,,,,,,,258,258,322,3.22,,,,,,,,,,,
1987-01-18,,,213,,,-1011,,,,,,,257,257,321,3.21,,,,,,,,,,,
1987-01-19,,,210,,,-1003,,,,,,,254,254,318,3.18,,,,,,,,,,,
1987-01-20,,,213,,,-964,,,,,,,250,250,314,3.14,,,,,,,,,,,
1987-01-21,,,209,,,-944,,,,,,,246,246,310,3.10,,,,,,,,,,,
1987-01-22,,,206,,,-937,,,,,,,244,244,308,3.08,,,,,,,,,,,
1987-01-23,,,203,,,-922,,,,,,,240,240,304,3.04,,,,,,,,,,,
1987-01-24,,,195,,,-917,,,,,,,235,235,299,2.99,,,,,,,,,,,
1987-01-25,,,194,,,-870,,,,,,,228,228,292,2.92,,,,,,,,,,,
1987-01-26,,,191,,,-855,,,,,,,225,225,289,2.89,,,,,,,,,,,
1987-01-27,,,189,,,-839,,,,,,,222,222,286,2.86,,,,,,,,,,,
1987-01-28,,,188,,,-820,,,,,,,219,219,283,2.83,,,,,,,,,,,
1987-01-29,,,187,,,-795,,,,,,,214,214,278,2.78,,,,,,,,,,,
1987-01-30,,,183,,,-783,,,,,,,211,211,275,2.75,,,,,,,,,,,
1987-01-31,,,180,,,-782,,,,,,,209,209,273,2.73,,,,,,,,,,,
1987-02-01,,,178,,,-779,,,,,,,207,207,271,2.71,,,,,,,,,,,
1987-02-02,,,177,,,-762,,,,,,,204,204,268,2.68,,,,,,,,,,,
1987-02-03,,,174,,,-766,,,,,,,203,203,267,2.67,,,,,,,,,,,
1987-02-04,,,183,,,-727,,,,,,,203,203,267,2.67,,,,,,,,,,,
1987-02-05,,,158,,,-690,,,,,,,201,201,265,2.65,,,,,,,,,,,
1987-02-06,,,164,,,-784,,,,,,,203,203,267,2.67,,,,,,,,,,,
1987-02-07,,,160,,,-767,,,,,,,200,200,264,2.64,,,,,,,,,,,
1987-02-08,,,156,,,-756,,,,,,,197,197,261,2.61,,,,,,,,,,,
1987-02-09,,,153,,,-744,,,,,,,194,194,258,2.58,,,,,,,,,,,
1987-02-10,,,152,,,-710,,,,,,,186,186,250,2.50,,,,,,,,,,,
1987-02-11,,,148,,,-708,,,,,,,185,185,249,2.49,,,,,,,,,,,
1987-02-12,,,141,,,-696,,,,,,,183,183,247,2.47,,,,,,,,,,,
1987-02-13,,,136,,,-684,,,,,,,181,181,245,2.45,,,,,,,,,,,
1987-02-14,,,134,,,-677,,,,,,,180,180,244,2.44,,,,,,,,,,,
1987-02-15,,,133,,,-675,,,,,,,179,179,243,2.43,,,,,,,,,,,
1987-02-16,,,134,,,-657,,,,,,,175,175,239,2.39,,,,,,,,,,,
1987-02-17,,,136,,,-648,,,,,,,172,172,236,2.36,,,,,,,,,,,
1987-02-18,,,137,,,-641,,,,,,,170,170,234,2.34,,,,,,,,,,,
1987-02-19,,,136,,,-636,,,,,,,169,169,233,2.33,,,,,,,,,,,
1987-02-20,,,134,,,-621,,,,,,,166,166,230,2.30,,,,,,,,,,,
1987-02-21,,,134,,,-657,,,,,,,175,175,239,2.39,,,,,,,,,,,
1987-02-22,,,132,,,-556,,,,,,,151,151,215,2.15,,,,,,,,,,,
1987-02-23,,,130,,,-585,,,,,,,157,157,221,2.21,,,,,,,,,,,
1987-02-24,,,130,,,-568,,,,,,,153,153,217,2.17,,,,,,,,,,,
1987-02-25,,,127,,,-550,,,,,,,149,149,213,2.13,,,,,,,,,,,
1987-02-26,,,124,,,-543,,,,,,,146,146,210,2.10,,,,,,,,,,,
1987-02-27,,,121,,,-540,,,,,,,145,145,209,2.09,,,,,,,,,,,
1987-02-28,,,119,,,-523,,,,,,,141,141,205,2.05,,,,,,,,,,,
1987-03-01,,,127,,,-489,,,,,,,135,135,199,1.99,,,,,,,,,,,
1987-03-02,,,127,,,-466,,,,,,,130,130,194,1.94,,,,,,,,,,,
1987-03-03,,,129,,,-449,,,,,,,128,128,192,1.92,,,,,,,,,,,
1987-03-04,,,128,,,-445,,,,,,,127,127,191,1.91,,,,,,,,,,,
1987-03-05,,,127,,,-456,,,,,,,128,128,192,1.92,,,,,,,,,,,
1987-03-06,,,122,,,-473,,,,,,,130,130,194,1.94,,,,,,,,,,,
1987-03-07,,,124,,,-472,,,,,,,131,131,195,1.95,,,,,,,,,,,
1987-03-08,,,113,,,-480,,,,,,,130,130,194,1.94,,,,,,,,,,,
1987-03-09,,,113,,,-473,,,,,,,128,128,192,1.92,,,,,,,,,,,
1987-03-10,,,105,,,-468,,,,,,,128,128,192,1.92,,,,,,,,,,,
1987-03-11,,,97,,,-453,,,,,,,126,126,190,1.90,,,,,,,,,,,
1987-03-12,,,91,,,-437,,,,,,,124,124,188,1.88,,,,,,,,,,,
1987-03-13,,,86,,,-426,,,,,,,124,124,188,1.88,,,,,,,,,,,
1987-03-14,,,86,,,-419,,,,,,,121,121,185,1.85,,,,,,,,,,,
1987-03-15,,,86,,,-413,,,,,,,119,119,183,1.83,,,,,,,,,,,
1987-03-16,,,85,,,-403,,,,,,,116,116,180,1.80,,,,,,,,,,,
1987-03-17,,,92,,,-412,,,,,,,114,114,178,1.78,,,,,,,,,,,
1987-03-18,,,95,,,-438,,,,,,,121,121,185,1.85,,,,,,,,,,,
1987-03-19,,,96,,,-437,,,,,,,121,121,185,1.85,,,,,,,,,,,
1987-03-20,,,98,,,-448,,,,,,,123,123,187,1.87,,,,,,,,,,,
1987-03-21,,,99,,,-444,,,,,,,122,122,186,1.86,,,,,,,,,,,
1987-03-22,,,98,,,-442,,,,,,,121,121,185,1.85,,,,,,,,,,,
1987-03-23,,,96,,,-424,,,,,,,117,117,181,1.81,,,,,,,,,,,
1987-03-24,,,96,,,-432,,,,,,,119,119,183,1.83,,,,,,,,,,,
1987-03-25,,,93,,,-399,,,,,,,108,108,172,1.72,,,,,,,,,,,
1987-03-26,,,90,,,-392,,,,,,,108,108,172,1.72,,,,,,,,,,,
1987-03-27,,,88,,,-370,,,,,,,100,100,164,1.64,,,,,,,,,,,
1987-03-28,,,87,,,-347,,,,,,,93,93,157,1.57,,,,,,,,,,,
1987-03-29,,,87,,,-330,,,,,,,87,87,151,1.51,,,,,,,,,,,
1987-03-30,,,96,,,-309,,,,,,,82,82,146,1.46,,,,,,,,,,,
1987-03-31,,,96,,,-309,,,,,,,82,82,146,1.46,,,,,,,,,,,
1987-04-01,,,98,,,-308,,,,,,,82,82,146,1.46,,,,,,,,,,,
1987-04-02,,,99,,,-299,,,,,,,81,81,145,1.45,,,,,,,,,,,
1987-04-03,,,97,,,-331,,,,,,,88,88,152,1.52,,,,,,,,,,,
1987-04-04,,,93,,,-342,,,,,,,91,91,155,1.55,,,,,,,,,,,
1987-04-05,,,91,,,-347,,,,,,,92,92,156,1.56,,,,,,,,,,,
1987-04-06,,,90,,,-351,,,,,,,94,94,158,1.58,,,,,,,,,,,
1987-04-07,,,89,,,-356,,,,,,,95,95,159,1.59,,,,,,,,,,,
1987-04-08,,,86,,,-350,,,,,,,94,94,158,1.58,,,,,,,,,,,
1987-04-09,,,79,,,-338,,,,,,,92,92,156,1.56,,,,,,,,,,,
1987-04-10,,,71,,,-320,,,,,,,92,92,156,1.56,,,,,,,,,,,
1987-04-11,,,67,,,-305,,,,,,,89,89,153,1.53,,,,,,,,,,,
1987-04-12,,,67,,,-300,,,,,,,86,86,150,1.50,,,,,,,,,,,
1987-04-13,,,66,,,-294,,,,,,,84,84,148,1.48,,,,,,,,,,,
1987-04-14,,,68,,,-296,,,,,,,83,83,147,1.47,,,,,,,,,,,
1987-04-15,,,70,,,-300,,,,,,,83,83,147,1.47,,,,,,,,,,,
1987-04-16,,,77,,,-333,,,,,,,92,92,156,1.56,,,,,,,,,,,
1987-04-17,,,82,,,-340,,,,,,,92,92,156,1.56,,,,,,,,,,,
1987-04-18,,,91,,,-353,,,,,,,94,94,158,1.58,,,,,,,,,,,
1987-04-19,,,101,,,-353,,,,,,,95,95,159,1.59,,,,,,,,,,,
1987-04-20,,,106,,,-334,,,,,,,93,93,157,1.57,,,,,,,,,,,
1987-04-21,,,107,,,-315,,,,,,,89,89,153,1.53,,,,,,,,,,,
1987-04-22,,,102,,,-317,,,,,,,87,87,151,1.51,,,,,,,,,,,
1987-04-23,,,94,,,-327,,,,,,,86,86,150,1.50,,,,,,,,,,,
1987-04-24,,,86,,,-326,,,,,,,85,85,149,1.49,,,,,,,,,,,
1987-04-25,,,81,,,-316,,,,,,,82,82,146,1.46,,,,,,,,,,,
1987-04-26,,,75,,,-293,,,,,,,76,76,140,1.40,,,,,,,,,,,
1987-04-27,,,75,,,-274,,,,,,,68,68,132,1.32,,,,,,,,,,,
1987-04-28,,,79,,,-266,,,,,,,64,64,128,1.28,,,,,,,,,,,
1987-04-29,,,83,,,-261,,,,,,,64,64,128,1.28,,,,,,,,,,,
1987-04-30,,,86,,,-254,,,,,,,63,63,127,1.27,,,,,,,,,,,
1987-05-01,,,89,,,-256,,,,,,,65,65,129,1.29,,,,,,,,,,,
1987-05-02,,,90,,,-263,,,,,,,67,67,131,1.31,,,,,,,,,,,
1987-05-03,,,87,,,-288,,,,,,,74,74,138,1.38,,,,,,,,,,,
1987-05-04,,,84,,,-304,,,,,,,79,79,143,1.43,,,,,,,,,,,
1987-05-05,,,80,,,-326,,,,,,,87,87,151,1.51,,,,,,,,,,,
1987-05-06,,,80,,,-349,,,,,,,97,97,161,1.61,,,,,,,,,,,
1987-05-07,,,73,,,-343,,,,,,,101,101,165,1.65,,,,,,,,,,,
1987-05-08,,,70,,,-338,,,,,,,102,102,166,1.66,,,,,,,,,,,
1987-05-09,,,65,,,-313,,,,,,,98,98,162,1.62,,,,,,,,,,,
1987-05-10,,,65,,,-302,,,,,,,90,90,154,1.54,,,,,,,,,,,
1987-05-11,,,65,,,-289,,,,,,,82,82,146,1.46,,,,,,,,,,,
1987-05-12,,,62,,,-257,,,,,,,78,78,142,1.42,,,,,,,,,,,
1987-05-13,,,71,,,-267,,,,,,,72,72,136,1.36,,,,,,,,,,,
1987-05-14,,,75,,,-274,,,,,,,72,72,136,1.36,,,,,,,,,,,
1987-05-15,,,81,,,-292,,,,,,,76,76,140,1.40,,,,,,,,,,,
1987-05-16,,,88,,,-311,,,,,,,80,80,144,1.44,,,,,,,,,,,
1987-05-17,,,91,,,-322,,,,,,,82,82,146,1.46,,,,,,,,,,,
1987-05-18,,,96,,,-335,,,,,,,85,85,149,1.49,,,,,,,,,,,
1987-05-19,,,96,,,-338,,,,,,,86,86,150,1.50,,,,,,,,,,,
1987-05-20,,,92,,,-326,,,,,,,83,83,147,1.47,,,,,,,,,,,
1987-05-21,,,88,,,-314,,,,,,,80,80,144,1.44,,,,,,,,,,,
1987-05-22,,,81,,,-295,,,,,,,77,77,141,1.41,,,,,,,,,,,
1987-05-23,,,74,,,-284,,,,,,,77,77,141,1.41,,,,,,,,,,,
1987-05-24,,,70,,,-261,,,,,,,70,70,134,1.34,,,,,,,,,,,
1987-05-25,,,68,,,-250,,,,,,,67,67,131,1.31,,,,,,,,,,,
1987-05-26,,,72,,,-245,,,,,,,62,62,126,1.26,,,,,,,,,,,
1987-05-27,,,74,,,-247,,,,,,,62,62,126,1.26,,,,,,,,,,,
1987-05-28,,,75,,,-248,,,,,,,62,62,126,1.26,,,,,,,,,,,
1987-05-29,,,80,,,-242,,,,,,,59,59,123,1.23,,,,,,,,,,,
1987-05-30,,,82,,,-270,,,,,,,68,68,132,1.32,,,,,,,,,,,
1987-05-31,,,84,,,-283,,,,,,,72,72,136,1.36,,,,,,,,,,,
1987-06-01,,,87,,,-304,,,,,,,78,78,142,1.42,,,,,,,,,,,
1987-06-02,,,89,,,-327,,,,,,,84,84,148,1.48,,,,,,,,,,,
1987-06-03,,,88,,,-334,,,,,,,87,87,151,1.51,,,,,,,,,,,
1987-06-04,,,86,,,-345,,,,,,,92,92,156,1.56,,,,,,,,,,,
1987-06-05,,,82,,,-337,,,,,,,92,92,156,1.56,,,,,,,,,,,
1987-06-06,,,79,,,-321,,,,,,,88,88,152,1.52,,,,,,,,,,,
1987-06-07,,,79,,,-312,,,,,,,84,84,148,1.48,,,,,,,,,,,
1987-06-08,,,78,,,-293,,,,,,,78,78,142,1.42,,,,,,,,,,,
1987-06-09,,,74,,,-270,,,,,,,71,71,135,1.35,,,,,,,,,,,
1987-06-10,,,74,,,-260,,,,,,,67,67,131,1.31,,,,,,,,,,,
1987-06-11,,,82,,,-261,,,,,,,65,65,129,1.29,,,,,,,,,,,
1987-06-12,,,88,,,-275,,,,,,,69,69,133,1.33,,,,,,,,,,,
1987-06-13,,,95,,,-279,,,,,,,71,71,135,1.35,,,,,,,,,,,
1987-06-14,,,104,,,-268,,,,,,,72,72,136,1.36,,,,,,,,,,,
1987-06-15,,,115,,,-267,,,,,,,77,77,141,1.41,,,,,,,,,,,
1987-06-16,,,124,,,-233,,,,,,,79,79,143,1.43,,,,,,,,,,,
1987-06-17,,,133,,,-166,,,,,,,80,80,144,1.44,,,,,,,,,,,
1987-06-18,,,140,,,-86,,,,,,,83,83,147,1.47,,,,,,,,,,,
1987-06-19,,,146,,,184,,,,,,,85,85,149,1.49,,,,,,,,,,,
1987-06-20,,,153,,,381,,,,,,,84,84,148,1.48,,,,,,,,,,,
1987-06-21,,,198,,,1172,,,,,,,82,82,146,1.46,,,,,,,,,,,
1987-06-22,,,243,,,1979,,,,,,,79,79,143,1.43,,,,,,,,,,,
1987-06-23,,,280,,,2700,,,,,,,76,76,140,1.40,,,,,,,,,,,
1987-06-24,,,306,,,3215,,,,,,,76,76,140,1.40,,,,,,,,,,,
1987-06-25,,,305,,,3203,,,,,,,75,75,139,1.39,,,,,,,,,,,
1987-06-26,,,292,,,2976,,,,,,,71,71,135,1.35,,,,,,,,,,,
1987-06-27,,,275,,,2644,,,,,,,71,71,135,1.35,,,,,,,,,,,
1987-06-28,,,260,,,2293,,,,,,,79,79,143,1.43,,,,,,,,,,,
1987-06-29,,,244,,,1945,,,,,,,84,84,148,1.48,,,,,,,,,,,
1987-06-30,,,230,,,1639,,,,,,,91,91,155,1.55,,,,,,,,,,,
1987-07-01,,,220,,,1374,,,,,,,100,100,164,1.64,,,,,,,,,,,
1987-07-02,,,213,,,1128,,,,,,,110,110,174,1.74,,,,,,,,,,,
1987-07-03,,,213,,,1017,,,,,,,119,119,183,1.83,,,,,,,,,,,
1987-07-04,,,234,,,1294,,,,,,,127,127,191,1.91,,,,,,,,,,,
1987-07-05,,,367,,,3934,,,,,,,134,134,198,1.98,,,,,,,,,,,
1987-07-06,,,459,,,5937,,,,,,,140,140,204,2.04,,,,,,,,,,,
1987-07-07,,,487,,,6499,,,,,,,146,146,210,2.10,,,,,,,,,,,
1987-07-08,,,477,,,5829,,,,,,,189,189,253,2.53,,,,,,,,,,,
1987-07-09,,,458,,,4881,,,,,,,232,232,296,2.96,,,,,,,,,,,
1987-07-10,,,433,,,3753,,,,,,,267,267,331,3.31,,,,,,,,,,,
1987-07-11,,,414,,,2787,,,,,,,292,292,356,3.56,,,,,,,,,,,
1987-07-12,,,401,,,2428,,,,,,,291,291,355,3.55,,,,,,,,,,,
1987-07-13,,,391,,,2413,,,,,,,279,279,343,3.43,,,,,,,,,,,
1987-07-14,,,385,,,2581,,,,,,,263,263,327,3.27,,,,,,,,,,,
1987-07-15,,,388,,,2921,,,,,,,248,248,312,3.12,,,,,,,,,,,
1987-07-16,,,421,,,3974,,,,,,,233,233,297,2.97,,,,,,,,,,,
1987-07-17,,,492,,,5836,,,,,,,220,220,284,2.84,,,,,,,,,,,
1987-07-18,,,540,,,7067,,,,,,,210,210,274,2.74,,,,,,,,,,,
1987-07-19,,,550,,,7366,,,,,,,203,203,267,2.67,,,,,,,,,,,
1987-07-20,,,538,,,7091,,,,,,,203,203,267,2.67,,,,,,,,,,,
1987-07-21,,,520,,,6454,,,,,,,224,224,288,2.88,,,,,,,,,,,
1987-07-22,,,509,,,4309,,,,,,,350,350,414,4.14,,,,,,,,,,,
1987-07-23,,,506,,,1222,,,,,,,438,438,502,5.02,,,,,,,,,,,
1987-07-24,,,508,,,-1493,,,,,,,465,465,529,5.29,,,,,,,,,,,
1987-07-25,,,505,,,-1169,,,,,,,455,455,519,5.19,,,,,,,,,,,
1987-07-26,,,495,,,-594,,,,,,,437,437,501,5.01,,,,,,,,,,,
1987-07-27,,,478,,,843,,,,,,,413,413,477,4.77,,,,,,,,,,,
1987-07-28,,,451,,,-614,,,,,,,395,395,459,4.59,,,,,,,,,,,
1987-07-29,,,426,,,-1166,,,,,,,383,383,447,4.47,,,,,,,,,,,
1987-07-30,,,407,,,-1390,,,,,,,373,373,437,4.37,,,,,,,,,,,
1987-07-31,,,399,,,-1417,,,,,,,368,368,432,4.32,,,,,,,,,,,
1987-08-01,,,397,,,-1528,,,,,,,370,370,434,4.34,,,,,,,,,,,
1987-08-02,,,399,,,-2142,,,,,,,402,402,466,4.66,,,,,,,,,,,
1987-08-03,,,405,,,-3143,,,,,,,470,470,534,5.34,,,,,,,,,,,
1987-08-04,,,410,,,-3722,,,,,,,515,515,579,5.79,,,,,,,,,,,
1987-08-05,,,415,,,-3837,,,,,,,525,525,589,5.89,,,,,,,,,,,
1987-08-06,,,420,,,-3686,,,,,,,513,513,577,5.77,,,,,,,,,,,
1987-08-07,,,431,,,-3413,,,,,,,496,496,560,5.60,,,,,,,,,,,
1987-08-08,,,440,,,-3199,,,,,,,486,486,550,5.50,,,,,,,,,,,
1987-08-09,,,441,,,-3144,,,,,,,483,483,547,5.47,,,,,,,,,,,
1987-08-10,,,437,,,-3204,,,,,,,485,485,549,5.49,,,,,,,,,,,
1987-08-11,,,441,,,-3128,,,,,,,482,482,546,5.46,,,,,,,,,,,
1987-08-12,,,427,,,-3073,,,,,,,472,472,536,5.36,,,,,,,,,,,
1987-08-13,,,425,,,-2826,,,,,,,456,456,520,5.20,,,,,,,,,,,
1987-08-14,,,421,,,-2415,,,,,,,430,430,494,4.94,,,,,,,,,,,
1987-08-15,,,419,,,-1967,,,,,,,407,407,471,4.71,,,,,,,,,,,
1987-08-16,,,421,,,-1485,,,,,,,389,389,453,4.53,,,,,,,,,,,
1987-08-17,,,425,,,-1130,,,,,,,381,381,445,4.45,,,,,,,,,,,
1987-08-18,,,429,,,-900,,,,,,,379,379,443,4.43,,,,,,,,,,,
1987-08-19,,,453,,,1415,,,,,,,381,381,445,4.45,,,,,,,,,,,
1987-08-20,,,439,,,-805,,,,,,,387,387,451,4.51,,,,,,,,,,,
1987-08-21,,,563,,,5066,,,,,,,391,391,455,4.55,,,,,,,,,,,
1987-08-22,,,592,,,5793,,,,,,,396,396,460,4.60,,,,,,,,,,,
1987-08-23,,,633,,,6841,,,,,,,401,401,465,4.65,,,,,,,,,,,
1987-08-24,,,712,,,8679,,,,,,,411,411,475,4.75,,,,,,,,,,,
1987-08-25,,,749,,,9427,,,,,,,420,420,484,4.84,,,,,,,,,,,
1987-08-26,,,765,,,9768,,,,,,,421,421,485,4.85,,,,,,,,,,,
1987-08-27,,,775,,,10023,,,,,,,417,417,481,4.81,,,,,,,,,,,
1987-08-28,,,782,,,10127,,,,,,,421,421,485,4.85,,,,,,,,,,,
1987-08-29,,,789,,,10407,,,,,,,408,408,472,4.72,,,,,,,,,,,
1987-08-30,,,795,,,10543,,,,,,,406,406,470,4.70,,,,,,,,,,,
1987-08-31,,,800,,,10675,,,,,,,402,402,466,4.66,,,,,,,,,,,
1987-09-01,,,799,,,10674,,,,,,,400,400,464,4.64,,,,,,,,,,,
1987-09-02,,,795,,,10580,,,,,,,402,402,466,4.66,,,,,,,,,,,
1987-09-03,,,792,,,10485,,,,,,,406,406,470,4.70,,,,,,,,,,,
1987-09-04,,,788,,,10368,,,,,,,409,409,473,4.73,,,,,,,,,,,
1987-09-05,,,787,,,10106,,,,,,,432,432,496,4.96,,,,,,,,,,,
1987-09-06,,,786,,,10229,,,,,,,419,419,483,4.83,,,,,,,,,,,
1987-09-07,,,787,,,8671,,,,,,,537,537,601,6.01,,,,,,,,,,,
1987-09-08,,,787,,,8169,,,,,,,565,565,629,6.29,,,,,,,,,,,
1987-09-09,,,784,,,7223,,,,,,,604,604,668,6.68,,,,,,,,,,,
1987-09-10,,,781,,,4487,,,,,,,679,679,743,7.43,,,,,,,,,,,
1987-09-11,,,781,,,1416,,,,,,,715,715,779,7.79,,,,,,,,,,,
1987-09-12,,,789,,,-1174,,,,,,,730,730,794,7.94,,,,,,,,,,,
1987-09-13,,,807,,,1707,,,,,,,739,739,803,8.03,,,,,,,,,,,
1987-09-14,,,771.5,,,-1312,,,,,,,746,746,810,8.10,,,,,,,,,,,
1987-09-15,,,735,,,-1989,,,,,,,753,753,817,8.17,,,,,,,,,,,
1987-09-16,,,730,,,-2660,,,,,,,759,759,823,8.23,,,,,,,,,,,
1987-09-17,,,725,,,-3198,,,,,,,763,763,827,8.27,,,,,,,,,,,
1987-09-18,,,721,,,-3334,,,,,,,762,762,826,8.26,,,,,,,,,,,
1987-09-19,,,721,,,-3135,,,,,,,759,759,823,8.23,,,,,,,,,,,
1987-09-20,,,719,,,-3077,,,,,,,756,756,820,8.20,,,,,,,,,,,
1987-09-21,,,713,,,-3107,,,,,,,752,752,816,8.16,,,,,,,,,,,
1987-09-22,,,712,,,-3104,,,,,,,751,751,815,8.15,,,,,,,,,,,
1987-09-23,,,710,,,-3147,,,,,,,750,750,814,8.14,,,,,,,,,,,
1987-09-24,,,701,,,-3526,,,,,,,751,751,815,8.15,,,,,,,,,,,
1987-09-25,,,695,,,-3750,,,,,,,751,751,815,8.15,,,,,,,,,,,
1987-09-26,,,692,,,-3735,,,,,,,748,748,812,8.12,,,,,,,,,,,
1987-09-27,,,694,,,-3538,,,,,,,745,745,809,8.09,,,,,,,,,,,
