date,depth,DIP,DIN,TP,TN,NO3,DSi,chla,DO,cond,env,dataset,DIN.DIP,TN.TP,season,lon,lat,region,water_level_m
2013-01-22,surface,0.61,26.83,1.25,60.27,11.4,,12,6.98,164,pelagic,burnett,43.983606557377,48.216,falling,103.817666666667,13.1822333333333,North,2.35
2013-01-22,surface,0.63,22.54,1.3,55.1,9.24,,16.1,8.02,169,pelagic,burnett,35.7777777777778,42.3846153846154,falling,103.857666666667,13.1642833333333,North,2.35
2013-01-22,surface,0.11,19.66,1.09,39.68,6.56,,24,8.79,166,pelagic,burnett,178.727272727273,36.4036697247706,falling,103.878166666667,13.1256333333333,North,2.35
2013-01-22,surface,0.29,24.12,0.95,68.24,10.1,,20.3,8.57,176,pelagic,burnett,83.1724137931035,71.8315789473684,falling,103.884666666667,13.1648666666667,North,2.35
2013-01-22,surface,0.28,26.9,1.05,60.99,11.38,,18.9,8.03,192,pelagic,burnett,96.0714285714286,58.0857142857143,falling,103.861333333333,13.19525,North,2.35
2013-01-22,surface,0.18,17.55,0.83,55.99,4.7,,58.9,9.25,178,pelagic,burnett,97.5,67.4578313253012,falling,103.832333333333,13.2254333333333,North,2.35
2013-01-22,surface,0.7,18.15,1.05,54.79,4.1,,32.6,7.35,168,pelagic,burnett,25.9285714285714,52.1809523809524,falling,103.847333333333,13.2231333333333,North,2.35
2013-01-23,surface,0.16,17.25,1.29,55.75,3.64,,72.4,8.59,188,pelagic,burnett,107.8125,43.2170542635659,falling,103.881833333333,13.2084,North,2.27
2013-01-23,surface,0.25,17.22,1.23,60.91,6.09,,36.4,8,177,pelagic,burnett,68.88,49.520325203252,falling,103.918,13.2084166666667,North,2.27
2013-01-23,surface,0.3,29.49,1.2,57.33,16.21,,56.2,7.61,168,pelagic,burnett,98.3,47.775,falling,103.962666666667,13.1964833333333,North,2.27
2013-01-23,surface,0.52,34.52,0.9,53.04,21.55,,23.9,7.54,169,pelagic,burnett,66.3846153846154,58.9333333333333,falling,103.993666666667,13.1868666666667,North,2.27
2013-01-23,surface,0.53,35.13,1,54.9,21.61,,13,7.3,164,pelagic,burnett,66.2830188679245,54.9,falling,104.025333333333,13.1607833333333,North,2.27
2013-01-23,surface,0.3,28.31,1.45,51.04,14.93,,19.2,7.97,167,pelagic,burnett,94.3666666666667,35.2,falling,104.050166666667,13.13335,North,2.27
2013-07-14,surface,0.99,23.8,1.64,49.6,7.7,179.8,9.3,3.06,96,pelagic,burnett,24.040404040404,30.2439024390244,rising,103.711,13.2319666666667,North,2.01
2013-07-14,surface,0.86,20.6,1.65,38,11.3,189.9,17.1,6.78,129,pelagic,burnett,23.953488372093,23.030303030303,rising,103.795833333333,13.21605,North,2.01
2013-07-14,surface,0.94,28.2,1.67,32.3,20.4,161.2,24.1,6.57,128,pelagic,burnett,30,19.3413173652695,rising,103.761333333333,13.211,North,2.01
2013-07-14,surface,1.04,27.6,1.99,34.2,22.1,227.7,35.4,6.98,117,pelagic,burnett,26.5384615384615,17.1859296482412,rising,103.748666666667,13.1961166666667,North,2.01
2013-07-14,surface,1.41,30.7,2.13,34.6,24.5,256,32.2,7,119,pelagic,burnett,21.7730496453901,16.2441314553991,rising,103.788166666667,13.1874666666667,North,2.01
2013-07-14,surface,1.02,17.3,1.65,37.1,7,127.5,14.9,6.84,137,pelagic,burnett,16.9607843137255,22.4848484848485,rising,103.818333333333,13.2141166666667,North,2.01
2013-07-15,surface,0.94,19,1.45,32.7,10.7,172.4,17.7,6.44,146,pelagic,burnett,20.2127659574468,22.551724137931,rising,103.8355,13.2215166666667,North,2.055
2013-07-15,surface,0.97,27.9,1.6,46.6,17.3,195,23.6,6.9,122,pelagic,burnett,28.7628865979382,29.125,rising,103.869333333333,13.1927166666667,North,2.055
2013-07-15,surface,1.91,22.9,2.53,31.1,16.9,167,35.1,7.01,131,pelagic,burnett,11.9895287958115,12.2924901185771,rising,103.896833333333,13.1633166666667,North,2.055
2013-07-15,surface,2.06,29.5,2.82,37.9,20.3,288.1,34.5,6.95,127,pelagic,burnett,14.3203883495146,13.4397163120567,rising,103.921666666667,13.1346166666667,North,2.055
2013-07-15,surface,1.71,29.9,2.5,41.1,20.5,278.9,33.4,6.94,113,pelagic,burnett,17.4853801169591,16.44,rising,103.938166666667,13.0968,North,2.055
2013-07-15,surface,2.1,29.6,2.63,34.3,18.2,293.6,32.7,6.85,124,pelagic,burnett,14.0952380952381,13.041825095057,rising,103.955666666667,13.1258666666667,North,2.055
2013-07-15,surface,1.24,33.4,2.34,37.6,21.1,274.6,30.9,6.94,114,pelagic,burnett,26.9354838709677,16.0683760683761,rising,103.969166666667,13.1568666666667,North,2.055
2013-07-16,surface,1.27,26.8,3.11,33.5,17.8,213,28.7,6.49,115,pelagic,burnett,21.1023622047244,10.7717041800643,rising,103.977166666667,13.1815833333333,North,2.1
2013-07-16,surface,2.16,31,2.62,34,22.7,402.6,39.3,6.83,114,pelagic,burnett,14.3518518518519,12.9770992366412,rising,103.983833333333,13.14665,North,2.1
2013-07-16,surface,1.76,30.7,2.58,38.8,18.1,324.5,32.8,6.84,123,pelagic,burnett,17.4431818181818,15.0387596899225,rising,103.970666666667,13.1156333333333,North,2.1
2013-07-16,surface,1.4,29.5,2.41,35.2,20.4,309,34.6,6.7,120,pelagic,burnett,21.0714285714286,14.6058091286307,rising,103.959333333333,13.0745166666667,North,2.1
2013-07-16,surface,1.5,25.6,2.71,34,19.3,254,32,6.91,125,pelagic,burnett,17.0666666666667,12.5461254612546,rising,103.955333333333,13.0397833333333,North,2.1
2013-07-16,surface,1.53,30.2,2.25,34,24.3,296.4,33.7,7.08,112,pelagic,burnett,19.7385620915033,15.1111111111111,rising,103.980833333333,13.06735,North,2.1
2013-07-16,surface,1.49,24.8,2.63,44.8,18.4,266.5,31.6,6.99,121,pelagic,burnett,16.6442953020134,17.0342205323194,rising,104.032166666667,13.1059833333333,North,2.1
2013-07-17,surface,1.36,39.1,1.89,50.2,34.3,238.6,44.5,6.74,132,pelagic,burnett,28.75,26.5608465608466,rising,104.083166666667,13.05875,North,2.14
2013-07-17,surface,1.32,37.1,2.18,48.9,29,233.9,35.7,7.08,141,pelagic,burnett,28.1060606060606,22.4311926605505,rising,104.084666666667,13.0072,North,2.14
2013-07-17,surface,1.2,32.3,2.07,51.8,26.6,242.1,45.2,7.14,123,pelagic,burnett,26.9166666666667,25.024154589372,rising,104.112666666667,12.9671166666667,Central,2.14
2013-07-17,surface,0.77,19.1,1.64,28.1,11.5,205.3,38.3,7.21,102,pelagic,burnett,24.8051948051948,17.1341463414634,rising,104.128166666667,12.9249833333333,Central,2.14
2013-07-17,surface,0.42,12.4,1.32,36.7,7.1,197.9,28,7.4,128,pelagic,burnett,29.5238095238095,27.8030303030303,rising,104.15,12.87515,Central,2.14
2013-07-17,surface,0.59,6.5,1.65,34.5,1.5,81.4,24.7,7.22,200,pelagic,burnett,11.0169491525424,20.9090909090909,rising,104.1725,12.8315,Central,2.14
2013-07-17,surface,0.54,8.9,2.13,35.9,4.1,154.8,28,6.95,181,pelagic,burnett,16.4814814814815,16.8544600938967,rising,104.194833333333,12.7918,Central,2.14
2013-07-17,surface,0.68,13.7,1.36,37.9,7.6,267.2,49,7.41,196,pelagic,burnett,20.1470588235294,27.8676470588235,rising,104.23,12.73775,Central,2.14
2013-07-18,surface,0.58,21,1.24,35.3,13,154,33.2,6.88,159,pelagic,burnett,36.2068965517241,28.4677419354839,rising,104.2535,12.72515,Central,2.165
2014-06-24,surface,0.58,61.83,1.84,81.9,22.4,5.8,8,6.29,95,pelagic,burnett,106.603448275862,44.5108695652174,rising,103.822166666667,13.2639333333333,North,1.165
2014-06-24,surface,0.45,31.13,2.21,62.1,10.4,5.8,7.6,6.44,75,pelagic,burnett,69.1777777777778,28.0995475113122,rising,103.825166666667,13.24055,North,1.165
2014-06-24,surface,0.38,35.5,2.27,56.1,17.6,35.6,30.5,5.48,180,pelagic,burnett,93.421052631579,24.7136563876652,rising,103.8275,13.2311833333333,North,1.165
2014-06-24,surface,0.52,36.96,3.04,79.8,24.5,11.4,74.3,6.73,118,pelagic,burnett,71.0769230769231,26.25,rising,103.824333333333,13.2147833333333,North,1.165
2014-06-24,surface,1.06,20.8,4.24,74.5,6.4,9.2,60.3,7,147,pelagic,burnett,19.622641509434,17.5707547169811,rising,103.827333333333,13.1947666666667,North,1.165
2014-06-24,surface,0.9,21.71,4.25,67.3,10.9,10.7,55.9,7.02,151,pelagic,burnett,24.1222222222222,15.8352941176471,rising,103.817666666667,13.1712666666667,North,1.165
2014-06-24,surface,1.32,27.19,4.32,67.1,17.9,77.7,53.3,7.08,152,pelagic,burnett,20.5984848484849,15.5324074074074,rising,103.806833333333,13.1357166666667,North,1.165
2014-06-25,surface,0.52,37.9,3.11,54.3,24.7,24.8,12.2,5.31,90,pelagic,burnett,72.8846153846154,17.459807073955,rising,103.828111111111,13.2364722222222,North,1.175
2014-06-25,surface,0.39,34.69,3.91,57,20,21.8,16.3,5.33,86,pelagic,burnett,88.948717948718,14.5780051150895,rising,103.828305555556,13.236,North,1.175
2014-06-25,surface,0.63,39.58,3.22,68.3,26.6,75.2,46.2,6.65,176,pelagic,burnett,62.8253968253968,21.2111801242236,rising,103.8395,13.2203888888889,North,1.175
2014-06-25,surface,0.58,50.44,3.22,79.3,37.1,21.6,64.6,6.42,143,pelagic,burnett,86.9655172413793,24.6273291925466,rising,103.869527777778,13.2147222222222,North,1.175
2014-06-25,surface,0.77,40.15,3.13,71.3,27.9,13.1,61.7,6.7,134,pelagic,burnett,52.1428571428571,22.779552715655,rising,103.896444444444,13.2051388888889,North,1.175
2014-06-25,surface,0.51,33.3,3.69,77,22,9.3,74.2,6.68,128,pelagic,burnett,65.2941176470588,20.8672086720867,rising,103.933916666667,13.1959444444444,North,1.175
2014-06-25,surface,0.5,44.88,3.19,69.5,33.5,34.6,71.3,6.3,176,pelagic,burnett,89.76,21.7868338557994,rising,103.97075,13.1885833333333,North,1.175
2014-06-26,surface,0.24,27.96,2.42,59.5,14.2,55.7,6.6,4.83,144,pelagic,burnett,116.5,24.5867768595041,rising,103.822416666667,13.2518055555556,North,1.3
2014-06-26,surface,0.58,29.3,2.75,57.8,11.9,233.3,7.5,5.24,152,pelagic,burnett,50.5172413793104,21.0181818181818,rising,103.822555555556,13.24325,North,1.3
2014-06-26,surface,0.26,50.35,2.61,58.7,27.4,47.3,12.8,4.81,112,pelagic,burnett,193.653846153846,22.4904214559387,rising,103.828166666667,13.2362222222222,North,1.3
2014-06-26,surface,0.52,35.7,3.63,68.6,13.8,189.8,21.6,4.13,111,pelagic,burnett,68.6538461538462,18.8980716253444,rising,103.827694444444,13.2328611111111,North,1.3
2014-06-26,surface,0.57,39.65,2.2,71.1,16.7,189.7,26.7,4.08,196,pelagic,burnett,69.5614035087719,32.3181818181818,rising,103.827416666667,13.2298333333333,North,1.3
2014-06-26,surface,0.49,48.15,3.23,72.1,29.5,39.2,56.8,6.8,137,pelagic,burnett,98.265306122449,22.3219814241486,rising,103.811416666667,13.2225,North,1.3
2014-06-26,surface,0.52,31.76,3.05,70.8,20.1,21.2,59.4,6.73,141,pelagic,burnett,61.0769230769231,23.2131147540984,rising,103.785583333333,13.2213333333333,North,1.3
2014-06-26,surface,0.65,41.84,2.96,82.4,29,20.2,52.7,6.75,148,pelagic,burnett,64.3692307692308,27.8378378378378,rising,103.762111111111,13.2208333333333,North,1.3
2014-06-26,surface,0.9,54.77,3.2,82.1,42.3,302,59.9,6.48,137,pelagic,burnett,60.8555555555556,25.65625,rising,103.733555555556,13.2066944444444,North,1.3
2014-06-26,surface,0.46,20.66,1.68,51.7,6.2,140.6,4.6,4.21,149,pelagic,burnett,44.9130434782609,30.7738095238095,rising,103.712861111111,13.2085555555556,North,1.3
2014-11-07,surface,0.43,14.79,1.29,19.1,4.37,30.4,31.3,4.67,136,pelagic,burnett,34.3953488372093,14.8062015503876,high,103.828,13.236,North,6.395
2014-11-07,bottom,0.3,16.65,1.73,24.8,4.36,6.6,5.6,1.1,154,pelagic,burnett,55.5,14.3352601156069,high,103.828,13.236,North,6.395
2014-11-07,surface,0.31,17.31,1.38,31.2,3.9,19.2,11.1,4.23,173,pelagic,burnett,55.8387096774194,22.6086956521739,high,103.828,13.236,North,6.395
2014-11-07,bottom,0.35,18.13,1.65,37.1,3.67,6.3,14.8,1.92,195,pelagic,burnett,51.8,22.4848484848485,high,103.828,13.236,North,6.395
2014-11-08,surface,0.29,18.36,1.28,29.7,4.48,107.5,10.2,4.3,193,pelagic,burnett,63.3103448275862,23.203125,high,103.828,13.236,North,6.33
2014-11-08,bottom,0.4,19.89,1.43,41.6,5.32,94.4,6.8,1.67,173,pelagic,burnett,49.725,29.0909090909091,high,103.828,13.236,North,6.33
2014-11-08,surface,0.24,16.42,1.27,37.9,3.39,119.2,14.3,4.18,207,pelagic,burnett,68.4166666666667,29.8425196850394,high,103.831166666667,13.2124166666667,North,6.33
2014-11-08,bottom,0.27,18.44,1.38,31,4.24,90.9,11.7,3.94,206,pelagic,burnett,68.2962962962963,22.463768115942,high,103.831166666667,13.2124166666667,North,6.33
2014-11-08,surface,0.21,16.48,1.2,31.2,2.57,116.8,17.6,5.26,203,pelagic,burnett,78.4761904761905,26,high,103.861333333333,13.2033333333333,North,6.33
2014-11-08,bottom,0.27,14.88,1.4,33.2,0.25,143.6,11.1,4.61,207,pelagic,burnett,55.1111111111111,23.7142857142857,high,103.861333333333,13.2033333333333,North,6.33
2014-11-08,surface,0.23,14.2,1.77,35,1.51,75.2,27.2,6.68,209,pelagic,burnett,61.7391304347826,19.774011299435,high,103.890166666667,13.1989166666667,North,6.33
2014-11-08,bottom,0.3,16.6,1.31,25.5,3.78,91.2,16.2,5.02,208,pelagic,burnett,55.3333333333334,19.4656488549618,high,103.890166666667,13.1989166666667,North,6.33
2014-11-08,surface,1.09,20.89,1.61,32.4,4.75,109.2,21.7,6.41,205,pelagic,burnett,19.1651376146789,20.1242236024845,high,103.934666666667,13.1930666666667,North,6.33
2014-11-08,bottom,0.3,15.11,1.34,24.1,3.8,94.8,9.8,4.51,203,pelagic,burnett,50.3666666666667,17.9850746268657,high,103.934666666667,13.1930666666667,North,6.33
2014-11-08,surface,0.19,14.55,1.04,23.2,1.57,52,32.9,1.52,186,pelagic,burnett,76.5789473684211,22.3076923076923,high,103.974166666667,13.21395,North,6.33
2014-11-08,bottom,0.24,19.36,1.13,24.3,2.09,46.2,23.1,0.73,184,pelagic,burnett,80.6666666666667,21.5044247787611,high,103.974166666667,13.21395,North,6.33
2014-11-09,surface,0.38,16.12,1.79,27.6,3.04,78,18,3.48,176,pelagic,burnett,42.421052631579,15.4189944134078,high,103.8505,13.22705,North,6.285
2014-11-09,bottom,0.32,15.81,1.43,29.3,2.49,165.7,25.3,3,175,pelagic,burnett,49.40625,20.4895104895105,high,103.8505,13.22705,North,6.285
2014-11-09,surface,0.26,14.73,1.36,21.5,2.63,99.7,29.5,4.2,182,pelagic,burnett,56.6538461538462,15.8088235294118,high,103.908166666667,13.21125,North,6.285
2014-11-09,bottom,0.27,24.11,1.62,33.8,7.38,107.1,17.4,2.31,182,pelagic,burnett,89.2962962962963,20.8641975308642,high,103.908166666667,13.21125,North,6.285
2014-11-09,surface,0.24,20.26,1.45,24.1,5.53,106.2,24.6,5.98,183,pelagic,burnett,84.4166666666667,16.6206896551724,high,103.967,13.19505,North,6.285
2014-11-09,bottom,0.36,18.27,1.83,37.4,3.12,111.7,20.6,2.29,177,pelagic,burnett,50.75,20.4371584699454,high,103.967,13.19505,North,6.285
2014-11-09,surface,0.22,7.39,1.23,21.3,1.26,57.8,28,3.29,155,pelagic,burnett,33.5909090909091,17.3170731707317,high,103.974666666667,13.2205,North,6.285
2014-11-09,bottom,0.33,5.72,1.26,24.3,1.78,54.6,11.7,0.52,152,pelagic,burnett,17.3333333333333,19.2857142857143,high,103.974666666667,13.2205,North,6.285
2014-11-10,surface,0.28,5.19,1.48,18.5,1.32,80.6,31.2,2.14,149,pelagic,burnett,18.5357142857143,12.5,high,103.9745,13.2198333333333,North,6.245
2014-11-10,surface,0.25,7.05,1.7,25.9,2.4,160.1,28.3,5.93,170,pelagic,burnett,28.2,15.2352941176471,high,103.970333333333,13.1865833333333,North,6.245
2014-11-10,bottom,0.26,6.97,1.15,19.5,3.2,139,11,4.56,169,pelagic,burnett,26.8076923076923,16.9565217391304,high,103.970333333333,13.1865833333333,North,6.245
2014-11-10,surface,0.24,5.11,1.14,18.3,1.23,135.4,12,7.96,173,pelagic,burnett,21.2916666666667,16.0526315789474,high,103.954833333333,13.15035,North,6.245
2014-11-10,bottom,0.21,7,1.47,20.8,1.15,51.2,14.2,6.49,169,pelagic,burnett,33.3333333333333,14.1496598639456,high,103.954833333333,13.15035,North,6.245
2014-11-10,surface,0.25,5.58,1.18,15.1,1.21,131.7,10.6,8.25,170,pelagic,burnett,22.32,12.7966101694915,high,103.935166666667,13.14745,North,6.245
2014-11-10,bottom,0.3,6.16,1.12,15.4,2.35,105.9,11.2,6.72,164,pelagic,burnett,20.5333333333333,13.75,high,103.935166666667,13.14745,North,6.245
2014-11-10,surface,0.19,5.07,1.39,28.8,1.2,20.1,15.5,8.5,171,pelagic,burnett,26.6842105263158,20.7194244604317,high,103.902666666667,13.1753,North,6.245
2014-11-10,bottom,0.23,5.46,1.11,27.7,1.28,25.7,15.3,6.04,165,pelagic,burnett,23.7391304347826,24.954954954955,high,103.902666666667,13.1753,North,6.245
2014-11-10,surface,1.18,5.1,1.6,32.6,1.16,21.2,19.2,7.2,173,pelagic,burnett,4.32203389830509,20.375,high,103.867166666667,13.2024666666667,North,6.245
2014-11-10,bottom,0.32,7.64,1.49,36.5,2.59,34.2,9.2,3.44,169,pelagic,burnett,23.875,24.496644295302,high,103.867166666667,13.2024666666667,North,6.245
2014-11-10,surface,0.27,7.32,1.55,39.2,2.06,14.1,23.1,4.56,164,pelagic,burnett,27.1111111111111,25.2903225806452,high,103.839333333333,13.2254833333333,North,6.245
2014-11-10,bottom,0.37,14.12,3.68,54.9,5,11.1,93.8,1.23,155,pelagic,burnett,38.1621621621622,14.9184782608696,high,103.839333333333,13.2254833333333,North,6.245
2022-01-14,surface,,3.67654408247482,3.33615604511186,61.526049897549,,,,,,edge,loken,,18.4421978665228,falling,103.6826,13.2142403333333,North,2.87
2022-01-14,surface,,3.55993322267201,2.76871768978911,68.2535995130902,0.1939,,,,,edge,loken,,24.6517005922294,falling,103.683355,13.2199628333333,North,2.87
2022-01-14,surface,,3.43444565814931,25.1630371913827,84.2349622680574,0.03674,,,,,edge,loken,,3.34756737143418,falling,103.757041666667,13.2403831666667,North,2.87
2022-01-15,surface,,3.52625886183041,2.23062675533656,88.2440326415216,0.01905,,,,,edge,loken,,39.5601964472121,falling,103.744706666667,13.032366,North,2.85
2022-01-15,surface,,3.57195128045864,2.45653732525411,83.4935588682559,,,,,,edge,loken,,33.9883127400147,falling,103.757608333333,13.0401671666667,North,2.85
2022-01-15,surface,,58.4398573182834,2.39006816124138,96.8937392819151,0.2383,,,,,edge,loken,,40.5401573282284,falling,103.769361666667,13.0129045,North,2.85
2022-01-16,surface,,35.4135540134364,1.6592721820253,58.8039094076406,0.01072,,,,,edge,loken,,35.4395801030454,falling,103.8999,12.8723848333333,North,2.79
2022-01-16,surface,,28.988280951259,2.5006488556556,75.3930399023325,0.03691,,,,,edge,loken,,30.1493909198085,falling,103.998816666667,12.8074766666667,Central,2.79
2022-01-16,surface,,19.4253874645705,4.70192819012196,41.8651293809391,0.01,,,,,pelagic,loken,,8.90382151494602,falling,104.05206,12.901502,Central,2.79
2022-01-16,surface,,48.4542886404364,5.80745747989726,81.7910769131916,0.06821,,,,,edge,loken,,14.0838012497405,falling,104.102671666667,13.0424935,North,2.79
2022-01-16,surface,,52.2812859774251,2.3520843981459,96.7564424168434,0.03028,,,,,edge,loken,,41.136467081332,falling,103.88325,12.862279,North,2.79
2022-01-16,surface,,43.1533077313,1.63990740420577,68.4000495762742,0.01123,,,,,edge,loken,,41.7097022678554,falling,103.883198333333,12.8623635,North,2.79
2022-01-17,surface,,156.213401229412,1.60192364111029,197.999199311758,,,,,,edge,loken,,123.600897215379,falling,104.133961666667,12.7924523333333,Central,2.79
2022-01-18,surface,,14.161577545032,1.63990740420577,32.2836342250494,,,,,,edge,loken,,19.6862543228072,falling,104.1515,12.68672,Central,2.73
2022-01-18,surface,,22.2445063505322,1.54187281292705,35.6812756109576,0.01429,,,,,edge,loken,,23.1415168046327,falling,104.271583333333,12.7736135,Central,2.73
2022-01-18,surface,,28.6566199104714,1.84881325842219,66.0751548758808,0.01,,,,,edge,loken,,35.7392260007214,falling,104.294851666667,12.8313188333333,Central,2.73
2022-01-19,surface,,28.231861023653,3.20669808228972,40.9040508613735,0.02297,,,,,river_tonlesap,loken,,12.7558160486896,falling,104.426923333333,12.5425931666667,South,2.68
2022-01-21,surface,,47.73058216425,3.01917484286135,41.7745134042994,,,,,,river_tonlesap,loken,,13.8364008639886,falling,104.928911666667,11.5767465,,2.62
2022-02-18,surface,,,,,0.2164,,,,,river_mekong,loken,,,falling,105.0613,11.0160090322581,,1.615
2022-02-19,surface,,,,,,,,,,river_mekong,loken,,,falling,104.985486666667,11.5411795,,1.59
2022-02-19,surface,,,,,0.02274,,,,,river_mekong,loken,,,falling,105.205156666667,11.0547935,,1.59
2022-02-20,surface,,,,,0.02,,,,,river_mekong,loken,,,falling,104.9442,11.5711361038961,,1.575
2022-02-20,surface,,,,,0.02,,,,,river_mekong,loken,,,falling,105.46615890411,11.9784602739726,,1.575
2022-02-21,surface,,,,,0.02,,,,,river_mekong,loken,,,falling,106.02058125,12.4605270833333,,1.58
2022-02-22,surface,,,,,0.02,,,,,river_mekong,loken,,,falling,106.019455,12.6067736666667,,1.58
2022-02-23,surface,,,0.927730410265644,34.6121901732742,0.02,,,,,river_mekong,loken,,37.3084570585149,falling,105.9246,12.83727,,1.55
2022-02-24,surface,,,,,0.02333,,,,,river_mekong,loken,,,falling,106.027721666667,13.5554636666667,,1.585
2022-02-24,surface,,,1.01319307009569,10.6313342828789,0.2304,,,,,river_mekong,loken,,10.4929007083268,falling,106.029,13.55418,,1.585
2022-02-25,surface,,,,,0.0269,,,,,river_mekong,loken,,,falling,105.94913,13.9287868333333,,1.465
2022-02-25,surface,,,0.47193493873734,27.0408750597928,0.02,,,,,river_mekong,loken,,57.297887569292,falling,105.961655,13.5438325,,1.465
2022-04-04,surface,,53.6277609429773,3.46308283324069,50.9145012101352,0.3338,,,,,river_mekong,loken,,14.702074325635,low,104.9603,11.4679966666667,,1.15
2022-04-04,surface,,18.1017597578302,1.31705348924207,27.4801625436398,0.1378,,,,,river_mekong,loken,,20.864879648475,low,104.983841666667,11.547453,,1.15
2022-04-04,surface,,19.2795245846631,0.927730410265644,20.3028104692754,0.1365,,,,,river_mekong,loken,,21.8843860723095,low,104.945283333333,11.5941496666667,,1.15
2022-04-05,surface,,36.0833146494178,17.1340477509334,73.5474832758608,0.225,,,,,river_tonlesap,loken,,4.29247568029301,low,104.5149,12.49236,South,1.145
2022-04-05,surface,,27.3611768582179,1.79183922804854,27.468514582307,0.2262,,,,,river_tonlesap,loken,,15.3297874900431,low,104.931496666667,11.573535,,1.145
2022-04-06,surface,,47.6114467861809,6.55868365485225,71.9469067660477,0.08037,,,,,edge,loken,,10.9697174848218,low,104.2634,12.74339,Central,1.06
2022-04-06,surface,,61.9267533251944,12.6549242760671,251.880100880293,0.1853,,,,,edge,loken,,19.9037224866408,low,104.307776666667,12.79577,Central,1.06
2022-04-07,surface,,25.2591472152613,18.8052913561256,82.2379920323845,,,,,,pelagic,loken,,4.37313043839634,low,104.37738,12.619627,South,1.17
2022-04-07,surface,,24.1174668123113,17.7778571998409,80.8390475986492,0.02417,,,,,pelagic,loken,,4.54717611295543,low,104.120383333333,12.8564201666667,Central,1.17
2022-04-08,surface,,29.0088334297158,1.43100154998936,12.6670395881971,0.0881,,,,,edge,loken,,8.85186992864633,low,103.6509,13.24718,North,1.075
2022-04-09,surface,,6.78793224742445,0.661850525675587,4.1916876716143,0.01,,,,,edge,loken,,6.33328449401112,low,103.9972,12.9766561666667,North,1.095
2022-04-09,surface,,124.457566450342,11.9285029673988,165.242026672949,0.1661,,,,,edge,loken,,13.8527044948192,low,103.8494,12.8826741666667,North,1.095
2022-04-09,surface,,52.3103641971342,6.05540928658938,25.3475862265916,0.01,,,,,edge,loken,,4.18594103667405,low,103.9747,13.1998903333333,North,1.095
2022-04-09,surface,,29.4054897941699,11.3587594351232,42.5208347862095,0.01,,,,,pelagic,loken,,3.74344003225633,low,103.9975,12.9775698333333,North,1.095
2022-09-27,surface,,26.2593120649404,4.4964736442565,34.0904618361213,0.3008,,,,,river_mekong,loken,,7.58159938948296,high,104.964801666667,11.464429,,6.895
2022-09-27,surface,,21.4514456652888,7.97938293641512,37.6803189259426,,,,,,river_mekong,loken,,4.72220962776241,high,105.000811666667,11.544635,,6.895
2022-09-28,surface,,23.0787235251701,6.20857764092646,34.0941230839527,0.2626,,,,,river_mekong,loken,,5.49145473501159,high,104.941081666667,11.5884208333333,,6.98
2022-09-28,surface,,32.0785991918153,3.05243848172006,24.4117406598271,0.6776,,,,,river_tonlesap,loken,,7.9974554134408,high,104.932106666667,11.5725598333333,,6.98
2022-09-29,surface,,16.3428866114074,2.70023391734701,23.372984243255,0.03329,,,,,river_tonlesap,loken,,8.6559109168657,high,104.675025,12.3139955,,7.02
2022-09-29,surface,,14.9953976311337,1.38925008170625,3.13090044978475,0.01,,,,,river_tonlesap,loken,,2.25366223908329,high,104.5999,12.4418741666667,,7.02
2022-09-30,surface,,16.1295609886697,8.04199722468318,30.2196036968022,0.0953,,,,,edge,loken,,3.75772371619946,high,104.109116666667,12.6900565,Central,7.06
2022-09-30,surface,,18.1513304489994,2.42629559903946,26.311303483333,0.01,,,,,river_tonlesap,loken,,10.844228334647,high,104.458623333333,12.5456216666667,South,7.06
2022-09-30,surface,,25.2913068531489,4.22645154393746,78.5468253050326,0.09226,,,,,edge,loken,,18.584579638137,high,104.459723333333,12.7473786666667,Central,7.06
2022-09-30,surface,,17.2958839912328,2.1484475198217,29.2145901604232,0.0281,,,,,pelagic,loken,,13.5980003657933,high,104.355803333333,12.6543773333333,Central,7.06
2022-10-01,surface,,22.2334609436912,1.07226565091659,88.3927626778613,0.01,,,,,edge,loken,,82.4355070987322,high,104.3092,12.81551,Central,7.13
2022-10-01,surface,,15.2944822977575,1.22880137158674,38.1361447378755,0.01,,,,,pelagic,loken,,31.0352393964459,high,104.158836666667,12.806339,Central,7.13
2022-10-02,surface,,25.9377156503673,1.22880137158674,56.0730928698409,0.01,,,,,edge,loken,,45.6323488615855,high,104.18979,12.8947795,Central,7.245
2022-10-03,surface,,11.9161119607045,1.982126096989,65.7574913791257,0.1023,,,,,pelagic,loken,,33.1752311212775,high,103.952831666667,13.0008053333333,North,7.38
2022-10-04,surface,,24.8700155497012,8.90881155827347,150.554572240428,0.01,,,,,edge,loken,,16.8995124945269,high,104.0953,13.0910141666667,North,7.48
2022-10-05,surface,,25.3298984271813,5.08739639335372,51.9275299178251,1.771,,,,,edge,loken,,10.2070933544051,high,103.9757,13.20685,North,7.56
2022-10-05,surface,,14.5644584377477,1.87842219096351,19.0496564358486,0.05906,,,,,edge,loken,,10.1413071712475,high,103.6974,13.0753,North,7.56
2022-10-06,surface,,18.6744606224164,2.17192545651786,23.2941931218631,0.3447,,,,,edge,loken,,10.7251347194989,high,103.429628333333,13.3324715,,7.625
