date,region,blue,coastal,green,red,nir,swir1,swir2
2016-02-26,South,0.0866751582975977,0.0739721944670995,0.129624670664097,0.166513895984284,0.161116146826231,0.00679418536623907,0.0033945005698274
2016-02-26,Central,0.0881329446241933,0.0744650051899484,0.132324022034783,0.172366216289211,0.169894282656532,0.00873971299155436,0.00683866904640082
2016-02-26,North,0.0854574511320234,0.0727662681901828,0.1294061663114,0.171402536035251,0.166034144583042,0.00687825677208492,0.00483385345733187
2016-03-06,South,0.0922803176852559,0.0717936388042667,0.14696818327185,0.179203343503842,0.172881906477636,0.0204762640554486,0.0123574217850053
2016-03-06,Central,0.0952152441751123,0.0756986840771837,0.1469789049061,0.177254944465101,0.170941457271526,0.0205993940247283,0.0122184231220159
2016-03-13,South,0.117432268529272,0.100836810035784,0.16138989003378,0.199741175035124,0.208170320430678,0.0419777746817248,0.0297727903112495
2016-03-13,Central,0.115745436207243,0.0952290276004236,0.162613438404884,0.200286166172688,0.219744904051177,0.0498479401470996,0.036644478050204
2016-03-13,North,0.0869030721673417,0.0693495964952727,0.143067854224325,0.159170805525237,0.178710663678032,0.0203977220786781,0.0125570496914593
2016-03-22,South,0.0930312108694542,0.0754427288797086,0.143075165232655,0.179199631857577,0.185484785271925,0.0127907868791741,0.00678117813655988
2016-03-22,Central,0.102025831835348,0.0844713508070685,0.148892107996025,0.186047821218263,0.189453795480836,0.0126763944866093,0.00670981778262036
2016-03-29,South,0.134265239995327,0.103996131432764,0.187724237250482,0.215368588238777,0.240768330241635,0.0733748325205026,0.057134357876487
2016-03-29,Central,0.121576093497066,0.093266114280992,0.178249537506598,0.200691078369609,0.21181202066671,0.0673241688402806,0.0536840402527611
2016-03-29,North,0.105962963508718,0.0803234209961017,0.159423669775394,0.185058015175537,0.204139812722023,0.0517830291667491,0.0395458809992695
2016-04-07,South,0.0881386516665613,0.0700715629198263,0.140895919052426,0.157713686403531,0.186537962811557,0.014750575338164,0.00863349703710082
2016-04-07,Central,0.102290805189142,0.082763317040921,0.150867932523879,0.185065048699359,0.192412316260984,0.014657976533012,0.00860078827566582
2016-04-14,South,0.105229119960736,0.081300059385474,0.162356105337331,0.194826944096318,0.157214048494109,0.020320210920632,0.0125065561191162
2016-04-14,Central,0.104982665771356,0.0834918472874783,0.158695301772887,0.184074609469993,0.165031853426551,0.0420172789079612,0.0342223637208967
2016-04-14,North,0.101798781362118,0.0798263504909108,0.155760858609936,0.18798440169055,0.172819773781187,0.0420200120114256,0.0322553861512275
2016-04-23,South,0.0864195192525794,0.068861184381425,0.139416312705672,0.147962459909095,0.158209992218643,0.01700488715825,0.00950373081300847
2016-04-23,Central,0.108881446725505,0.0883783325471286,0.158692636452539,0.183103176674514,0.154245785252091,0.0164381251623769,0.0085998226462698
2016-05-09,Central,0.10331125,0.08237,0.154016666666667,0.172295,0.138845294117647,0.041175,0.0316325
2016-05-16,South,0.0993648362121408,0.0788634908353608,0.154782676195461,0.188974561342177,0.168942542959234,0.0202523879578973,0.0144177365229919
2016-05-16,Central,0.103519442172326,0.0840014309498599,0.158107333991272,0.185604871595266,0.169935158774501,0.0409557113256086,0.0302650283766246
2016-05-16,North,0.100581188158633,0.079121082640475,0.161118632749706,0.190419539695115,0.185556206905897,0.0419796658652823,0.0322060444613209
2016-06-01,South,0.127472989757982,0.107926489072066,0.182605382017034,0.217791366155975,0.209948655629382,0.0810770117845293,0.0610382354546572
2016-06-01,Central,0.102503046954687,0.0849361762217619,0.151347063494249,0.19040230919824,0.189440864719614,0.0420009450112959,0.0322341079330407
2016-06-01,North,0.104509562092329,0.0849813726959776,0.15577436514563,0.19630828950987,0.197229184812217,0.0282842275712146,0.0224149887834832
2016-06-10,South,0.0654266545622235,0.0517668915260131,0.10058734806031,0.112311725816786,0.177540220602491,0.0654128418803419,0.0341952852284509
2016-06-10,Central,0.102536454464888,0.0869029725442211,0.147468896045318,0.178726638078212,0.154282145977411,0.0224481547110075,0.0166028777594122
2016-06-17,Central,0.0516952986127899,0.0478485824173414,0.0854836969541994,0.0717545411325352,0.361334685417802,0.19438967690678,0.084457804386157
2016-06-17,North,0.117685372245384,0.0888874611351651,0.18018451582517,0.221199251805986,0.235366564147627,0.05176370260364,0.0434616007622677
2016-07-03,South,0.0573725,0.0450425390625,0.09206375,0.0863685,0.165663571428571,0.081538125,0.049995625
2016-07-03,Central,0.0764256337739102,0.0632334115683464,0.113537877358491,0.11671527027027,0.202059954900274,0.0731795639534884,0.0561408928571429
2016-07-03,North,0.0932596493562761,0.0727731684294533,0.147950227665323,0.182129601724038,0.181602826214811,0.038087855259344,0.0297813634606461
2016-07-19,South,0.0737812723049295,0.059144427379145,0.123538825631649,0.127439925882543,0.0449925913175522,0.0082687981155188,0.00610357306774777
2016-07-19,Central,0.0674160817014357,0.0557969327312304,0.120176421929457,0.14747022849396,0.0607020859326331,0.0107038237520452,0.0102383051699515
2016-07-19,North,0.0908171404988994,0.0634647086289021,0.170901305996681,0.2236475494411,0.201257706024526,0.0302413409912263,0.0243319209406652
2016-07-28,South,0.0539536179979751,0.0397840509866798,0.0952138790371596,0.0883756891936644,0.0332493780938604,0.0170801723393302,0.0131675789731744
2016-07-28,Central,0.0786481767335931,0.0629962453566219,0.123540544229674,0.135244618977914,0.0448683742354294,0.0161337916074742,0.0131800473707373
2016-08-04,Central,0.0732240912072064,0.0576153173763903,0.127944975090412,0.147459388890702,0.0801791199078046,0.0263698946608461,0.020476074503048
2016-08-04,North,0.115355330711758,0.0957582221871927,0.169001667109051,0.215844682275611,0.173830887675858,0.0420641656699475,0.0327236650232108
2016-08-13,South,0.0611553245672437,0.0462339423076923,0.106046815179731,0.0871300263333334,0.19656104206501,0.08609796875,0.0499005144655116
2016-08-13,Central,0.104739359375,0.0881135135135135,0.14916499122807,0.172383418874172,0.102398263877354,0.0412523676880222,0.0335548611111111
2016-08-20,South,0.15998875,0.148571666666667,0.20283375,0.21118,0.1294225,0.1022525,0.087485
2016-08-20,Central,0.100571040149663,0.0829703807168181,0.147469460913257,0.15138548077427,0.0878004041633269,0.0634467458208307,0.0498312279837234
2016-08-20,North,0.116715055374631,0.0971759062326232,0.170423092647933,0.217791739665606,0.178713946867065,0.0517622322145362,0.042491511374095
2016-08-29,South,0.0561534930739354,0.0356500984911638,0.128433734001589,0.131336518276298,0.0214538401306234,0.00634100776729897,0.00708473985821537
2016-08-29,Central,0.0478657542011123,0.0283279993004496,0.114289679343285,0.0986366086630871,0.00974151705894577,0.00681187256995336,0.00679853666816927
2016-09-05,Central,0.0311925,-0.00931500000000002,0.167895,0.2563625,0.1860725,0.0714525,0.0662
2016-09-05,North,0.136228082531497,0.114757474449208,0.195799321054736,0.233408988114043,0.142599152394775,0.0600530946432986,0.0473681062584644
2016-09-14,South,0.0185127058813039,0.00295954270732426,0.0849642957746479,0.0868245338983051,0.00188498482482101,0.0083075376731717,0.0119455529443754
2016-09-14,Central,0.034575,0.024901875,0.064253,0.0461635,0.06170375,0.0474175,0.0353175
2016-10-07,North,0.00189190880795932,-0.0449608395756904,0.118187241337237,0.102448721511122,0.0020272515224958,0.0205301360493627,0.0229263899571131
2016-10-23,South,-0.00377127533632096,-0.0196068857264849,0.0508870968866917,0.0270087884321533,0.00412775446893395,0.025191095663324,0.0242813807270089
