coef,DIP_est,DIP_lwr,DIP_upr,DIN_est,DIN_lwr,DIN_upr,TP_est,TP_lwr,TP_upr,TN_est,TN_lwr,TN_upr,NO3_est,NO3_lwr,NO3_upr,DSi_est,DSi_lwr,DSi_upr,DIN.DIP_est,DIN.DIP_lwr,DIN.DIP_upr,TN.TP_est,TN.TP_lwr,TN.TP_upr,chla_est,chla_lwr,chla_upr,DO_est,DO_lwr,DO_upr,cond_est,cond_lwr,cond_upr
Holtgrieve,0.508380490053059,0.367823303916041,0.712617183915602,0.554305385167601,0.419601572445881,0.740593040099856,,,,,,,0.868628130790161,0.54817659080864,1.41208106700675,1.67579743255868,1.29445686875564,2.18738328393084,0.940027893728207,0.643890574858266,1.39892279308553,,,,,,,,,,,,
Miller,0.83764924498044,0.473954075062693,1.55577426777655,1.56682502606596,0.936591523443426,2.72327800860733,,,,,,,2.70960028457216,1.12687883334446,7.04985524593761,4.8834682506417,3.21853430560009,7.61945373151901,1.29693358377763,0.679868686583953,2.6506521440671,,,,0.442122918857595,0.259067494369577,0.791296254518707,0.572662442629475,0.423140186304927,0.783103071084837,0.814651194731199,0.670602062293419,0.997364982345832
Yoshikawa,0.212465908322657,0.141487452815786,0.32119156568462,0.110938167053777,0.0794737716256248,0.155495150339035,0.158230922175499,0.115494370670418,0.21712040317955,,,,0.117365756144564,0.0663717496495583,0.209146241872436,1.81549469833797,1.36645660343324,2.41594034505683,0.466733126060707,0.302272738802796,0.72589969686054,,,,0.613799889452879,0.414175895111537,0.907267351276674,1.43262445509435,1.20569881331595,1.70157852320725,,,
Loken,,,,1.54660359777314,0.948471019026341,2.62690148347749,3.24533815148738,2.11063142554461,5.10851034708507,1.59397888929109,1.09532134738073,2.36208197719113,0.00948087030807142,0.00442026798036033,0.0231409932604798,,,,,,,0.717222043400569,0.470332857184001,1.12166367606643,,,,,,,,,
Heu,,,,,,,1.53660705418878,0.933906546583856,2.48821183043471,12.7499505746066,5.13999311542218,27.6716912382717,,,,3.2736538230877,2.19595786366319,4.83792164725815,,,,11.9912467675154,4.07523417098826,29.3620921383437,0.116854746707362,0.0646226929794403,0.205896062975253,0.898420528464176,0.67827818322341,1.18341216699082,,,
Central,1.01148738578853,0.754592443133818,1.36637527164808,0.872192644619767,0.673686345640506,1.13355821839135,0.962255876514978,0.746891891837249,1.24768195658928,0.696603487652416,0.536035457409167,0.917194313838095,0.942876866820863,0.623852299634196,1.44004175364985,1.02036928018385,0.829667479113721,1.26165853574541,0.805686063693085,0.568950074082133,1.15105670151857,1.03188740859801,0.769050045332324,1.40817557665594,0.809292148375098,0.601534828355445,1.10548990873964,1.09927686341916,0.955644514753284,1.26855895203713,1.12848919080108,0.998665935206685,1.27953976097217
South,0.973585527938495,0.642584164417109,1.51123696880561,1.02928814415052,0.706372719647794,1.52407427283793,2.99054536565919,2.02717617897587,4.51915667898812,0.83726614605216,0.388789697986472,2.06424353504933,1.52367576287752,0.78729399809045,3.03977315399892,0.721953511454258,0.536623704370906,0.985598290928194,0.990673593409919,0.614071867957621,1.64736895957935,0.239824400098086,0.0980196983352735,0.70503509362449,0.578417090873836,0.370058181611128,0.937591622248467,1.24136172043851,0.98679027336278,1.5738823933258,0.886046500999332,0.666110477236074,1.19142405969976
