y,from,variable,estimate,sterr,t,p,lower_2.5,upper_97.5
TP,rising,seasonhigh,-0.602074121816512,0.120541215303414,-4.99475735582251,1.47333846783731e-06,-0.832061417279994,-0.364772196817985
TP,rising,seasonfalling,-0.751305477684686,0.104646824067221,-7.17943888294287,2.19238939490071e-11,-0.95389816507007,-0.544999030224266
TP,rising,datasetheu,0.429576774218418,0.236497422688509,1.81641207474897,0.0711003711658346,-0.0683789029500821,0.91156431210262
TP,rising,datasetloken,1.17721955165675,0.214353184321759,5.49196204097282,1.45726585651433e-07,0.746987156533095,1.63090784451173
TP,rising,datasetyoshikawa,-1.84369978019833,0.151326973905951,-12.1835501801825,7.7298825503105e-25,-2.15853348899232,-1.52730322595391
TP,rising,regionCentral,-0.0384748797805751,0.122705860553289,-0.313553726016748,0.754251301128671,-0.291834827432159,0.221287394992836
TP,rising,regionSouth,1.0954557673119,0.196313193253329,5.58014338801106,9.52677651361809e-08,0.706643779813188,1.50832540099167
TP,high,(Intercept),0.327058824610722,0.101659864439017,3.21718729820769,0.0015549442472911,0.135629914228754,0.530542904392711
TP,high,seasonlow,0.574300049608,0.104839945547756,5.47787435988696,1.55903446049023e-07,0.363105983505514,0.785672703537139
TP,high,seasonrising,0.602074121816508,0.120541215303414,4.99475735582247,1.47333846783755e-06,0.364772196817985,0.832061417279993
TP,high,seasonfalling,-0.149231355868178,0.12894575973247,-1.15731883062921,0.248794756639553,-0.401708447608177,0.10036816966025
TP,high,datasetheu,0.429576774218413,0.236497422688509,1.81641207474894,0.0711003711658382,-0.068378902950083,0.91156431210262
TP,high,datasetloken,1.17721955165674,0.214353184321758,5.49196204097281,1.45726585651442e-07,0.746987156533095,1.63090784451173
TP,high,datasetyoshikawa,-1.84369978019833,0.151326973905951,-12.1835501801826,7.72988255030967e-25,-2.15853348899232,-1.52730322595391
TP,high,regionCentral,-0.0384748797805752,0.122705860553289,-0.313553726016748,0.754251301128671,-0.291834827432157,0.221287394992836
TP,high,regionSouth,1.0954557673119,0.196313193253329,5.58014338801106,9.52677651361796e-08,0.706643779813188,1.50832540099167
TP,falling,(Intercept),0.177827468742545,0.0828900949403549,2.14534039164153,0.0333706262302991,0.0192524620106297,0.345124134681909
TP,falling,seasonlow,0.723531405476173,0.164018116785824,4.41128955541517,1.8360320873847e-05,0.404863360658066,1.04251600213245
TP,falling,seasonrising,0.751305477684685,0.104646824067221,7.17943888294287,2.19238939490076e-11,0.544999030224265,0.953898165070069
TP,falling,seasonhigh,0.149231355868174,0.12894575973247,1.15731883062918,0.248794756639565,-0.100368169660249,0.40170844760818
TP,falling,datasetheu,0.429576774218417,0.236497422688509,1.81641207474897,0.071100371165835,-0.0683789029500828,0.911564312102619
TP,falling,datasetloken,1.17721955165675,0.214353184321758,5.49196204097282,1.4572658565143e-07,0.746987156533095,1.63090784451173
TP,falling,datasetyoshikawa,-1.84369978019832,0.151326973905951,-12.1835501801825,7.72988255031072e-25,-2.15853348899232,-1.52730322595391
TP,falling,regionCentral,-0.0384748797805758,0.122705860553289,-0.313553726016753,0.754251301128667,-0.291834827432157,0.221287394992835
TP,falling,regionSouth,1.0954557673119,0.196313193253328,5.58014338801105,9.52677651361826e-08,0.706643779813187,1.50832540099167
TN,low,(Intercept),4.12099854788851,0.140939207233558,29.239546814389,1.64067720143763e-60,3.84251817013417,4.40276652727487
TN,low,seasonrising,-0.134697222374181,0.151704713053901,-0.887890821996565,0.376167071633599,-0.435463318772154,0.163542912501906
TN,low,seasonhigh,-0.808585821733845,0.115470200744226,-7.00254971864916,1.05118580454544e-10,-1.03696217751514,-0.580805666442459
TN,low,seasonfalling,-0.095471050203525,0.15437147946953,-0.618450056523355,0.537313118534511,-0.40345086547178,0.211144596327349
TN,low,datasetheu,2.54552739509547,0.421956042499879,6.03268383126948,1.43986605444988e-08,1.63705174005415,3.32040991366107
TN,low,datasetloken,0.466233336422785,0.195217135539448,2.38828079888802,0.0183012326260087,0.09104778814278,0.859543423858398
TN,low,regionCentral,-0.361538914384021,0.136392657942408,-2.6507212326391,0.00898501626241825,-0.623554968216501,-0.0864359274963492
TN,low,regionSouth,-0.177613282868914,0.417348565690656,-0.425575400205314,0.671089957014468,-0.944716703695278,0.724763832446298
TN,rising,(Intercept),3.98630132551433,0.0540208296593407,73.7919308283904,1.38854808576507e-111,3.88229138663186,4.09398466272619
TN,rising,seasonlow,0.13469722237418,0.151704713053902,0.887890821996549,0.376167071633607,-0.163542912501908,0.435463318772156
TN,rising,seasonhigh,-0.673888599359657,0.0997178560430446,-6.75795315002324,3.75558327787054e-10,-0.868522473037562,-0.47407154887529
TN,rising,seasonfalling,0.0392261721706534,0.086510507127615,0.453426681602841,0.650964176733267,-0.129273054821263,0.209910529891506
TN,rising,datasetheu,2.54552739509544,0.421956042499879,6.03268383126941,1.43986605445037e-08,1.63705174005415,3.32040991366108
TN,rising,datasetloken,0.466233336422781,0.195217135539449,2.38828079888799,0.0183012326260102,0.0910477881427781,0.8595434238584
TN,rising,regionCentral,-0.361538914384019,0.136392657942408,-2.65072123263907,0.00898501626241891,-0.623554968216501,-0.0864359274963488
TN,rising,regionSouth,-0.177613282868888,0.417348565690657,-0.425575400205249,0.671089957014516,-0.944716703695281,0.724763832446299
TN,high,(Intercept),3.31241272615467,0.0833519651578634,39.7400675542702,9.95462495629164e-77,3.15102631338271,3.48248332666838
TN,high,seasonlow,0.808585821733854,0.115470200744227,7.0025497186492,1.05118580454524e-10,0.580805666442459,1.03696217751514
TN,high,seasonrising,0.673888599359663,0.0997178560430449,6.75795315002328,3.75558327786972e-10,0.474071548875291,0.868522473037561
TN,high,seasonfalling,0.713114771530317,0.105770922370755,6.7420681936635,4.0764646837314e-10,0.501860432429711,0.921811329944877
TN,high,datasetheu,2.54552739509542,0.421956042499877,6.03268383126937,1.43986605445061e-08,1.63705174005415,3.32040991366107
TN,high,datasetloken,0.466233336422777,0.195217135539449,2.38828079888798,0.0183012326260108,0.0910477881427804,0.859543423858397
TN,high,regionCentral,-0.361538914384019,0.136392657942408,-2.65072123263907,0.00898501626241889,-0.6235549682165,-0.0864359274963484
TN,high,regionSouth,-0.177613282868873,0.417348565690656,-0.425575400205213,0.671089957014542,-0.944716703695278,0.724763832446295
TN,falling,(Intercept),4.02552749768498,0.0679472105757058,59.2449265183565,5.24724329642213e-99,3.89549059635116,4.16143015605152
TN,falling,seasonlow,0.0954710502035297,0.154371479469532,0.618450056523379,0.537313118534495,-0.21114459632735,0.403450865471781
TN,falling,seasonrising,-0.0392261721706517,0.086510507127615,-0.453426681602822,0.650964176733281,-0.209910529891506,0.129273054821263
TN,falling,seasonhigh,-0.713114771530313,0.105770922370755,-6.74206819366348,4.07646468373185e-10,-0.921811329944878,-0.501860432429711
TN,falling,datasetheu,2.54552739509542,0.421956042499877,6.03268383126938,1.43986605445055e-08,1.63705174005415,3.32040991366107
TN,falling,datasetloken,0.466233336422778,0.195217135539449,2.38828079888798,0.0183012326260108,0.0910477881427783,0.8595434238584
TN,falling,regionCentral,-0.361538914384017,0.136392657942408,-2.65072123263906,0.00898501626241907,-0.623554968216501,-0.0864359274963482
TN,falling,regionSouth,-0.177613282868869,0.417348565690656,-0.425575400205205,0.671089957014547,-0.944716703695279,0.724763832446299
NO3,low,(Intercept),1.36407462875831,0.282005271208743,4.83705365829354,3.03100813723061e-06,0.746766390049254,2.01003200350803
NO3,low,seasonrising,1.64057633892044,0.298282268971776,5.50007998992281,1.44235576370673e-07,0.982439449279028,2.27632274778355
NO3,low,seasonhigh,-0.238785785375828,0.23666148903725,-1.00897609639498,0.314481532499393,-0.78628666086745,0.282539802629758
NO3,low,seasonfalling,0.740585993146453,0.306462337284276,2.4165644617514,0.0167719171859734,0.0349296513327925,1.42817701483513
NO3,low,datasetholtgrieve,-0.1408401730483,0.233362472624712,-0.603525371771305,0.546998175011829,-0.601157797943045,0.345064550317294
NO3,low,datasetmiller,0.996801127545096,0.405338356694762,2.45918283103845,0.0149702932210363,0.119451716717374,1.95300708412226
NO3,low,datasetloken,-4.65847916228011,0.42117695751678,-11.0606220951547,1.43615317690384e-21,-5.4215549556896,-3.76614963417585
NO3,low,datasetyoshikawa,-2.14246009944693,0.272999767157588,-7.84784588556155,5.3038582387749e-13,-2.71248377011726,-1.56472154983086
NO3,low,regionCentral,-0.058819580886279,0.197608901970971,-0.297656534192573,0.766344354802979,-0.471841637934584,0.36467210875772
NO3,low,regionSouth,0.42112568061173,0.290172844369394,1.45129252713817,0.148620288241079,-0.239153532229322,1.1117828922388
NO3,rising,(Intercept),3.00465096767875,0.120387778792612,24.9581061949383,1.46388039493658e-57,2.77490462677269,3.25189329380359
NO3,rising,seasonlow,-1.64057633892045,0.298282268971774,-5.50007998992288,1.44235576370621e-07,-2.27632274778355,-0.982439449279032
NO3,rising,seasonhigh,-1.87936212429626,0.20430598930826,-9.198761772278,1.6732488048067e-16,-2.28508898228428,-1.45997754513761
NO3,rising,seasonfalling,-0.899990345773978,0.192271594981962,-4.68082841804278,5.97798476648473e-06,-1.27519748186902,-0.513824781016558
NO3,rising,datasetholtgrieve,-0.140840173048295,0.233362472624711,-0.603525371771287,0.546998175011841,-0.601157797943043,0.345064550317294
NO3,rising,datasetmiller,0.996801127545109,0.405338356694761,2.45918283103848,0.014970293221035,0.119451716717376,1.95300708412226
NO3,rising,datasetloken,-4.65847916228011,0.421176957516779,-11.0606220951547,1.43615317690373e-21,-5.4215549556896,-3.76614963417585
NO3,rising,datasetyoshikawa,-2.14246009944693,0.272999767157587,-7.84784588556155,5.30385823877501e-13,-2.71248377011726,-1.56472154983086
NO3,rising,regionCentral,-0.0588195808862806,0.19760890197097,-0.297656534192582,0.766344354802973,-0.471841637934584,0.364672108757718
NO3,rising,regionSouth,0.421125680611741,0.290172844369394,1.45129252713821,0.148620288241067,-0.239153532229319,1.1117828922388
NO3,high,(Intercept),1.12528884338248,0.177100053011099,6.35397236900859,2.01197700232841e-09,0.762409080160559,1.52145754940539
NO3,high,seasonlow,0.238785785375829,0.23666148903725,1.00897609639499,0.314481532499389,-0.282539802629758,0.78628666086745
NO3,high,seasonrising,1.87936212429626,0.204305989308261,9.19876177227797,1.67324880480707e-16,1.45997754513761,2.28508898228428
NO3,high,seasonfalling,0.979371778522287,0.220081789349264,4.45003551369737,1.58492217644399e-05,0.494156987580788,1.4556861909701
NO3,high,datasetholtgrieve,-0.140840173048299,0.233362472624712,-0.6035253717713,0.546998175011833,-0.601157797943043,0.345064550317293
NO3,high,datasetmiller,0.996801127545089,0.405338356694761,2.45918283103843,0.014970293221037,0.119451716717375,1.95300708412227
NO3,high,datasetloken,-4.65847916228011,0.42117695751678,-11.0606220951547,1.43615317690384e-21,-5.4215549556896,-3.76614963417585
NO3,high,datasetyoshikawa,-2.14246009944693,0.272999767157587,-7.84784588556156,5.30385823877462e-13,-2.71248377011726,-1.56472154983086
NO3,high,regionCentral,-0.0588195808862785,0.197608901970971,-0.29765653419257,0.766344354802981,-0.471841637934583,0.36467210875772
NO3,high,regionSouth,0.421125680611735,0.290172844369394,1.45129252713819,0.148620288241074,-0.239153532229321,1.1117828922388
NO3,falling,(Intercept),2.10466062190477,0.154923219882738,13.5851851226549,1.34888398491721e-28,1.82257800656757,2.41602151359742
NO3,falling,seasonlow,-0.740585993146471,0.306462337284276,-2.41656446175146,0.0167719171859708,-1.42817701483512,-0.0349296513327955
NO3,falling,seasonrising,0.899990345773974,0.192271594981961,4.68082841804278,5.97798476648488e-06,0.513824781016558,1.27519748186901
NO3,falling,seasonhigh,-0.979371778522288,0.220081789349263,-4.45003551369739,1.58492217644383e-05,-1.4556861909701,-0.494156987580788
NO3,falling,datasetholtgrieve,-0.140840173048294,0.233362472624711,-0.603525371771278,0.546998175011847,-0.601157797943043,0.345064550317292
NO3,falling,datasetmiller,0.996801127545114,0.405338356694759,2.45918283103851,0.0149702932210339,0.119451716717376,1.95300708412226
NO3,falling,datasetloken,-4.65847916228011,0.421176957516779,-11.0606220951547,1.43615317690357e-21,-5.4215549556896,-3.76614963417586
NO3,falling,datasetyoshikawa,-2.14246009944693,0.272999767157586,-7.84784588556156,5.30385823877462e-13,-2.71248377011726,-1.56472154983086
NO3,falling,regionCentral,-0.0588195808862815,0.19760890197097,-0.297656534192587,0.766344354802969,-0.471841637934581,0.364672108757718
NO3,falling,regionSouth,0.421125680611737,0.290172844369393,1.4512925271382,0.14862028824107,-0.23915353222932,1.11178289223879
DSi,low,(Intercept),4.88280253968867,0.138677426838708,35.2097861273971,2.29326990710945e-78,4.60737619182374,5.16289352771534
DSi,low,seasonrising,0.172725166351396,0.146615557361317,1.17808211802336,0.2404704921844,-0.122323193713639,0.465625048808945
DSi,low,seasonhigh,-0.521912063603059,0.101497868690859,-5.14209874881898,7.66394427119625e-07,-0.728425663852472,-0.315880438848451
DSi,low,seasonfalling,-0.365955103489441,0.25085494437422,-1.45883153470365,0.146524070875716,-0.850655225953182,0.156033186253387
DSi,low,datasetholtgrieve,0.516289131126824,0.138198685575541,3.7358469002559,0.00025788901260294,0.258091200809747,0.782705981908823
DSi,low,datasetmiller,1.58585567453107,0.216372845029916,7.32927310870184,9.99790183006042e-12,1.16892607133212,2.03070467835176
DSi,low,datasetheu,1.18590673819906,0.20314180627703,5.83782708214086,2.75710628763505e-08,0.786618335695977,1.5764852167814
DSi,low,datasetyoshikawa,0.596357991646548,0.145431792418495,4.10060263804263,6.4718213564981e-05,0.312220968423409,0.882088588152177
DSi,low,regionCentral,0.0201646011716655,0.108684525352311,0.18553332322426,0.853040011748672,-0.18673028603799,0.232427153613018
DSi,low,regionSouth,-0.325794530729853,0.154779537803663,-2.10489406644386,0.0368245166091983,-0.622458166843483,-0.0145064202463958
DSi,rising,(Intercept),5.05552770604006,0.0644449386210859,78.4472421607045,5.87941733970262e-132,4.93020004106726,5.18569738245564
DSi,rising,seasonlow,-0.172725166351398,0.146615557361317,-1.17808211802337,0.240470492184394,-0.465625048808945,0.122323193713639
DSi,rising,seasonhigh,-0.694637229954453,0.111339922611743,-6.238887307087,3.61339383519976e-09,-0.90843561073585,-0.477250669639806
DSi,rising,seasonfalling,-0.538680269840829,0.24927282259058,-2.16100682072986,0.0321456433102514,-1.00669750318017,-0.0308176135090096
DSi,rising,datasetholtgrieve,0.516289131126819,0.13819868557554,3.73584690025588,0.000257889012602956,0.258091200809748,0.782705981908822
DSi,rising,datasetmiller,1.58585567453108,0.216372845029916,7.32927310870184,9.99790183006013e-12,1.16892607133212,2.03070467835176
DSi,rising,datasetheu,1.18590673819906,0.203141806277029,5.83782708214088,2.75710628763482e-08,0.786618335695978,1.5764852167814
DSi,rising,datasetyoshikawa,0.596357991646548,0.145431792418495,4.10060263804264,6.47182135649794e-05,0.31222096842341,0.882088588152177
DSi,rising,regionCentral,0.0201646011716658,0.108684525352311,0.185533323224262,0.85304001174867,-0.186730286037989,0.232427153613018
DSi,rising,regionSouth,-0.32579453072985,0.154779537803662,-2.10489406644385,0.0368245166091993,-0.622458166843484,-0.0145064202463966
DSi,high,(Intercept),4.3608904760856,0.0991923855705519,43.9639640785115,1.14902166243488e-92,4.17453437703706,4.55658691160642
DSi,high,seasonlow,0.521912063603057,0.101497868690859,5.14209874881894,7.6639442711978e-07,0.315880438848449,0.728425663852472
DSi,high,seasonrising,0.694637229954456,0.111339922611744,6.23888730708699,3.61339383519979e-09,0.477250669639805,0.90843561073585
DSi,high,seasonfalling,0.155956960113624,0.238150200206518,0.654868062165733,0.513470134628053,-0.290727211102054,0.646389165569994
DSi,high,datasetholtgrieve,0.516289131126822,0.138198685575542,3.73584690025587,0.00025788901260297,0.258091200809747,0.782705981908824
DSi,high,datasetmiller,1.58585567453108,0.216372845029917,7.32927310870182,9.99790183006105e-12,1.16892607133212,2.03070467835176
DSi,high,datasetheu,1.18590673819906,0.20314180627703,5.83782708214085,2.75710628763514e-08,0.786618335695978,1.5764852167814
DSi,high,datasetyoshikawa,0.596357991646547,0.145431792418495,4.10060263804262,6.4718213564984e-05,0.312220968423408,0.88208858815218
DSi,high,regionCentral,0.0201646011716662,0.108684525352311,0.185533323224265,0.853040011748668,-0.18673028603799,0.23242715361302
DSi,high,regionSouth,-0.325794530729849,0.154779537803663,-2.10489406644383,0.0368245166092004,-0.622458166843484,-0.0145064202463942
